danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,type,id,uri,track_href,analysis_url,cluster
0.933,0.751,9,-5.234,1,0.305,0.131,0.0,0.195,0.902,130.068,151432,4,audio_features,2eu608m4mmh5aBVzxpEI0W,spotify:track:2eu608m4mmh5aBVzxpEI0W,https://api.spotify.com/v1/tracks/2eu608m4mmh5aBVzxpEI0W,https://api.spotify.com/v1/audio-analysis/2eu608m4mmh5aBVzxpEI0W,0
0.803,0.569,1,-6.366,1,0.0705,0.0957,0.0,0.0976,0.26,95.009,123400,4,audio_features,40k1FQUvcnSUkP0djIxpdA,spotify:track:40k1FQUvcnSUkP0djIxpdA,https://api.spotify.com/v1/tracks/40k1FQUvcnSUkP0djIxpdA,https://api.spotify.com/v1/audio-analysis/40k1FQUvcnSUkP0djIxpdA,3
0.79,0.777,10,-4.697,0,0.043,0.0107,2.01e-05,0.153,0.581,101.939,162201,4,audio_features,3aFJuEqwuvZRjWULDr0rEx,spotify:track:3aFJuEqwuvZRjWULDr0rEx,https://api.spotify.com/v1/tracks/3aFJuEqwuvZRjWULDr0rEx,https://api.spotify.com/v1/audio-analysis/3aFJuEqwuvZRjWULDr0rEx,1
0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162,101790,4,audio_features,5ln5yQdUywVbf8HhFsOcd6,spotify:track:5ln5yQdUywVbf8HhFsOcd6,https://api.spotify.com/v1/tracks/5ln5yQdUywVbf8HhFsOcd6,https://api.spotify.com/v1/audio-analysis/5ln5yQdUywVbf8HhFsOcd6,3
0.936,0.457,4,-11.484,0,0.329,0.107,0.0,0.0692,0.841,129.937,180000,4,audio_features,7etMQcaePrVdqfGMysewsn,spotify:track:7etMQcaePrVdqfGMysewsn,https://api.spotify.com/v1/tracks/7etMQcaePrVdqfGMysewsn,https://api.spotify.com/v1/audio-analysis/7etMQcaePrVdqfGMysewsn,0
0.845,0.446,7,-9.866,1,0.365,0.00272,0.000432,0.328,0.801,160.091,149092,4,audio_features,3O2gpEXz5HZ5uTxeeRE1M1,spotify:track:3O2gpEXz5HZ5uTxeeRE1M1,https://api.spotify.com/v1/tracks/3O2gpEXz5HZ5uTxeeRE1M1,https://api.spotify.com/v1/audio-analysis/3O2gpEXz5HZ5uTxeeRE1M1,0
0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,0.724,120.082,112493,4,audio_features,6ap9lSRJ0iLriGLqoJ44cq,spotify:track:6ap9lSRJ0iLriGLqoJ44cq,https://api.spotify.com/v1/tracks/6ap9lSRJ0iLriGLqoJ44cq,https://api.spotify.com/v1/audio-analysis/6ap9lSRJ0iLriGLqoJ44cq,1
0.858,0.519,0,-9.02,0,0.208,0.45,0.0,0.0884,0.752,148.087,97297,4,audio_features,2OBot5OpoT4deri6VkYCyW,spotify:track:2OBot5OpoT4deri6VkYCyW,https://api.spotify.com/v1/tracks/2OBot5OpoT4deri6VkYCyW,https://api.spotify.com/v1/audio-analysis/2OBot5OpoT4deri6VkYCyW,0
0.772,0.367,5,-11.785,0,0.594,0.0294,0.0,0.129,0.568,143.278,136046,4,audio_features,1mLOZqjlHKf7jFByx9GZzH,spotify:track:1mLOZqjlHKf7jFByx9GZzH,https://api.spotify.com/v1/tracks/1mLOZqjlHKf7jFByx9GZzH,https://api.spotify.com/v1/audio-analysis/1mLOZqjlHKf7jFByx9GZzH,0
0.883,0.492,7,-12.118,1,0.354,0.339,0.0,0.166,0.59,94.959,146526,4,audio_features,53yWQ1FObrwPlVYCZdR6es,spotify:track:53yWQ1FObrwPlVYCZdR6es,https://api.spotify.com/v1/tracks/53yWQ1FObrwPlVYCZdR6es,https://api.spotify.com/v1/audio-analysis/53yWQ1FObrwPlVYCZdR6es,0
0.935,0.336,9,-12.571,1,0.387,0.0632,0.0,0.0649,0.837,132.013,116062,4,audio_features,3Ypkw5218Z6DiROXjH3ztk,spotify:track:3Ypkw5218Z6DiROXjH3ztk,https://api.spotify.com/v1/tracks/3Ypkw5218Z6DiROXjH3ztk,https://api.spotify.com/v1/audio-analysis/3Ypkw5218Z6DiROXjH3ztk,0
0.575,0.384,8,-7.588,1,0.0277,0.971,0.894,0.0852,0.231,131.986,140667,4,audio_features,5WAdxow8ofiTbUyt05Wiil,spotify:track:5WAdxow8ofiTbUyt05Wiil,https://api.spotify.com/v1/tracks/5WAdxow8ofiTbUyt05Wiil,https://api.spotify.com/v1/audio-analysis/5WAdxow8ofiTbUyt05Wiil,8
0.679,0.852,10,-3.695,0,0.208,0.257,0.422,0.237,0.766,140.022,250776,4,audio_features,7ustFhD1fEU0xGfOxcLcqw,spotify:track:7ustFhD1fEU0xGfOxcLcqw,https://api.spotify.com/v1/tracks/7ustFhD1fEU0xGfOxcLcqw,https://api.spotify.com/v1/audio-analysis/7ustFhD1fEU0xGfOxcLcqw,1
0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,8
0.608,0.528,1,-11.722,1,0.0338,0.00387,1.4e-05,0.106,0.454,89.221,329050,4,audio_features,67EUBsc4qosGOVbaYy6TeX,spotify:track:67EUBsc4qosGOVbaYy6TeX,https://api.spotify.com/v1/tracks/67EUBsc4qosGOVbaYy6TeX,https://api.spotify.com/v1/audio-analysis/67EUBsc4qosGOVbaYy6TeX,3
0.864,0.598,11,-8.076,1,0.238,0.0673,0.0,0.154,0.464,107.93,151547,4,audio_features,6XkLPzkKzPhpr3hrvl1TUq,spotify:track:6XkLPzkKzPhpr3hrvl1TUq,https://api.spotify.com/v1/tracks/6XkLPzkKzPhpr3hrvl1TUq,https://api.spotify.com/v1/audio-analysis/6XkLPzkKzPhpr3hrvl1TUq,0
0.931,0.684,11,-4.02,1,0.134,0.0141,0.0,0.0588,0.269,101.98,172728,4,audio_features,5Nx2QZThD1q2guJ5endUGm,spotify:track:5Nx2QZThD1q2guJ5endUGm,https://api.spotify.com/v1/tracks/5Nx2QZThD1q2guJ5endUGm,https://api.spotify.com/v1/audio-analysis/5Nx2QZThD1q2guJ5endUGm,3
0.806,0.561,10,-11.12,0,0.102,0.383,0.0,0.0953,0.484,97.912,112000,4,audio_features,1RjNr5MVvH4QIYGXt2FXSI,spotify:track:1RjNr5MVvH4QIYGXt2FXSI,https://api.spotify.com/v1/tracks/1RjNr5MVvH4QIYGXt2FXSI,https://api.spotify.com/v1/audio-analysis/1RjNr5MVvH4QIYGXt2FXSI,1
0.586,0.747,11,-5.37,1,0.252,0.0552,0.0,0.387,0.47,78.246,113121,3,audio_features,4I4aYJBSblRobrC6TqFGBk,spotify:track:4I4aYJBSblRobrC6TqFGBk,https://api.spotify.com/v1/tracks/4I4aYJBSblRobrC6TqFGBk,https://api.spotify.com/v1/audio-analysis/4I4aYJBSblRobrC6TqFGBk,0
0.605,0.365,7,-11.144,1,0.111,0.63,6.83e-06,0.0554,0.224,84.628,193668,4,audio_features,3cqPu20DGTGUoZtbJH2Dmi,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,https://api.spotify.com/v1/tracks/3cqPu20DGTGUoZtbJH2Dmi,https://api.spotify.com/v1/audio-analysis/3cqPu20DGTGUoZtbJH2Dmi,8
0.713,0.675,1,-4.632,1,0.0947,0.00859,0.0136,0.0506,0.592,129.963,194026,4,audio_features,6bmw3whbG7FBQojQPFk52l,spotify:track:6bmw3whbG7FBQojQPFk52l,https://api.spotify.com/v1/tracks/6bmw3whbG7FBQojQPFk52l,https://api.spotify.com/v1/audio-analysis/6bmw3whbG7FBQojQPFk52l,3
0.451,0.143,3,-15.685,1,0.235,0.956,0.0,0.195,0.233,149.509,103400,4,audio_features,3jZDWsoxRHzzp3DYV8qeXE,spotify:track:3jZDWsoxRHzzp3DYV8qeXE,https://api.spotify.com/v1/tracks/3jZDWsoxRHzzp3DYV8qeXE,https://api.spotify.com/v1/audio-analysis/3jZDWsoxRHzzp3DYV8qeXE,8
0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4,audio_features,5xvUgoVED1F4mBu8FL0HaW,spotify:track:5xvUgoVED1F4mBu8FL0HaW,https://api.spotify.com/v1/tracks/5xvUgoVED1F4mBu8FL0HaW,https://api.spotify.com/v1/audio-analysis/5xvUgoVED1F4mBu8FL0HaW,3
0.962,0.412,1,-11.288,1,0.608,0.12,0.0,0.0904,0.506,121.037,128926,4,audio_features,3Nhfs2Cx7z2JWHetYkzSfO,spotify:track:3Nhfs2Cx7z2JWHetYkzSfO,https://api.spotify.com/v1/tracks/3Nhfs2Cx7z2JWHetYkzSfO,https://api.spotify.com/v1/audio-analysis/3Nhfs2Cx7z2JWHetYkzSfO,0
0.928,0.392,3,-7.537,0,0.0563,0.0374,0.0,0.107,0.454,102.023,177866,4,audio_features,7g7w2WUpLcqsqH2M9XR7ZF,spotify:track:7g7w2WUpLcqsqH2M9XR7ZF,https://api.spotify.com/v1/tracks/7g7w2WUpLcqsqH2M9XR7ZF,https://api.spotify.com/v1/audio-analysis/7g7w2WUpLcqsqH2M9XR7ZF,1
0.826,0.615,1,-4.729,0,0.137,0.435,0.00631,0.334,0.841,102.999,175884,4,audio_features,6vzLbfskWigBsCzNdB0kfE,spotify:track:6vzLbfskWigBsCzNdB0kfE,https://api.spotify.com/v1/tracks/6vzLbfskWigBsCzNdB0kfE,https://api.spotify.com/v1/audio-analysis/6vzLbfskWigBsCzNdB0kfE,1
0.78,0.667,11,-8.594,0,0.105,0.0483,1.55e-05,0.0716,0.546,154.992,162694,4,audio_features,5vwnGfnh0zrjbKKRNFiSMg,spotify:track:5vwnGfnh0zrjbKKRNFiSMg,https://api.spotify.com/v1/tracks/5vwnGfnh0zrjbKKRNFiSMg,https://api.spotify.com/v1/audio-analysis/5vwnGfnh0zrjbKKRNFiSMg,1
0.861,0.82,1,-4.807,0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,187571,4,audio_features,1dtTRXifeGC51adYy0902s,spotify:track:1dtTRXifeGC51adYy0902s,https://api.spotify.com/v1/tracks/1dtTRXifeGC51adYy0902s,https://api.spotify.com/v1/audio-analysis/1dtTRXifeGC51adYy0902s,1
0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,258453,4,audio_features,3yQFmN8A5S8Kf1nUJuvb01,spotify:track:3yQFmN8A5S8Kf1nUJuvb01,https://api.spotify.com/v1/tracks/3yQFmN8A5S8Kf1nUJuvb01,https://api.spotify.com/v1/audio-analysis/3yQFmN8A5S8Kf1nUJuvb01,1
0.861,0.599,7,-7.814,0,0.217,0.182,0.00855,0.102,0.527,100.026,144000,4,audio_features,1FOINGDWa0dPgCpMabLT4Y,spotify:track:1FOINGDWa0dPgCpMabLT4Y,https://api.spotify.com/v1/tracks/1FOINGDWa0dPgCpMabLT4Y,https://api.spotify.com/v1/audio-analysis/1FOINGDWa0dPgCpMabLT4Y,1
0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4,audio_features,7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,1
0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,199027,4,audio_features,6St9lR6dhV2tpCNVz7qfrS,spotify:track:6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/tracks/6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/audio-analysis/6St9lR6dhV2tpCNVz7qfrS,1
0.547,0.627,4,-11.128,0,0.0909,0.0756,0.0415,0.0859,0.559,127.736,166859,4,audio_features,6hwYxvmMI0UflYGmDOXys9,spotify:track:6hwYxvmMI0UflYGmDOXys9,https://api.spotify.com/v1/tracks/6hwYxvmMI0UflYGmDOXys9,https://api.spotify.com/v1/audio-analysis/6hwYxvmMI0UflYGmDOXys9,1
0.759,0.561,10,-8.74,1,0.384,0.0676,0.00951,0.117,0.169,159.995,84008,4,audio_features,7btQ8AOjr6zXoGHEmxL5u5,spotify:track:7btQ8AOjr6zXoGHEmxL5u5,https://api.spotify.com/v1/tracks/7btQ8AOjr6zXoGHEmxL5u5,https://api.spotify.com/v1/audio-analysis/7btQ8AOjr6zXoGHEmxL5u5,0
0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,220293,4,audio_features,6x4tKaOzfNJpEJHySoiJcs,spotify:track:6x4tKaOzfNJpEJHySoiJcs,https://api.spotify.com/v1/tracks/6x4tKaOzfNJpEJHySoiJcs,https://api.spotify.com/v1/audio-analysis/6x4tKaOzfNJpEJHySoiJcs,0
0.792,0.772,2,-3.904,1,0.27,0.00534,0.0,0.237,0.414,120.047,143958,5,audio_features,2eukAOMjUM4pxnOdIsUia9,spotify:track:2eukAOMjUM4pxnOdIsUia9,https://api.spotify.com/v1/tracks/2eukAOMjUM4pxnOdIsUia9,https://api.spotify.com/v1/audio-analysis/2eukAOMjUM4pxnOdIsUia9,0
0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,209829,4,audio_features,1y4jsQt7MjnZhiD1L6qFBC,spotify:track:1y4jsQt7MjnZhiD1L6qFBC,https://api.spotify.com/v1/tracks/1y4jsQt7MjnZhiD1L6qFBC,https://api.spotify.com/v1/audio-analysis/1y4jsQt7MjnZhiD1L6qFBC,0
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,4,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,1
0.567,0.687,1,-9.041,0,0.125,0.36,0.00293,0.474,0.396,128.201,115518,4,audio_features,6kx8Hf1Udk4V0Ivq6zpoyG,spotify:track:6kx8Hf1Udk4V0Ivq6zpoyG,https://api.spotify.com/v1/tracks/6kx8Hf1Udk4V0Ivq6zpoyG,https://api.spotify.com/v1/audio-analysis/6kx8Hf1Udk4V0Ivq6zpoyG,2
0.922,0.451,2,-5.989,1,0.12,0.0142,4.74e-05,0.169,0.457,120.045,73000,4,audio_features,3G47RiG2PrvEVo4panDHi9,spotify:track:3G47RiG2PrvEVo4panDHi9,https://api.spotify.com/v1/tracks/3G47RiG2PrvEVo4panDHi9,https://api.spotify.com/v1/audio-analysis/3G47RiG2PrvEVo4panDHi9,3
0.525,0.185,11,-14.938,0,0.0427,0.941,0.0162,0.356,0.0393,122.214,240628,4,audio_features,1kbGCuCsD7ZhCOYkm8Bnts,spotify:track:1kbGCuCsD7ZhCOYkm8Bnts,https://api.spotify.com/v1/tracks/1kbGCuCsD7ZhCOYkm8Bnts,https://api.spotify.com/v1/audio-analysis/1kbGCuCsD7ZhCOYkm8Bnts,8
0.849,0.778,0,-5.443,1,0.217,0.0358,1.43e-06,0.126,0.634,126.842,232422,4,audio_features,6zcSWREy1vcJ4aWt7bzBW3,spotify:track:6zcSWREy1vcJ4aWt7bzBW3,https://api.spotify.com/v1/tracks/6zcSWREy1vcJ4aWt7bzBW3,https://api.spotify.com/v1/audio-analysis/6zcSWREy1vcJ4aWt7bzBW3,3
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,audio_features,3d8y0t70g7hw2FOWl9Z4Fm,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm,https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm,8
0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4,audio_features,6YfTl5YupXOQBKiJJLrxcw,spotify:track:6YfTl5YupXOQBKiJJLrxcw,https://api.spotify.com/v1/tracks/6YfTl5YupXOQBKiJJLrxcw,https://api.spotify.com/v1/audio-analysis/6YfTl5YupXOQBKiJJLrxcw,1
0.647,0.684,2,-4.408,1,0.0784,0.178,0.0,0.0571,0.802,99.928,172750,4,audio_features,1LfagSIZSiZbzbw8rJ3bsX,spotify:track:1LfagSIZSiZbzbw8rJ3bsX,https://api.spotify.com/v1/tracks/1LfagSIZSiZbzbw8rJ3bsX,https://api.spotify.com/v1/audio-analysis/1LfagSIZSiZbzbw8rJ3bsX,3
0.953,0.374,4,-11.926,0,0.39,0.728,0.0,0.27,0.525,102.998,191687,4,audio_features,3ZIc9JjtVQadMkew71IhLf,spotify:track:3ZIc9JjtVQadMkew71IhLf,https://api.spotify.com/v1/tracks/3ZIc9JjtVQadMkew71IhLf,https://api.spotify.com/v1/audio-analysis/3ZIc9JjtVQadMkew71IhLf,0
0.599,0.499,1,-11.184,0,0.429,0.411,4.33e-06,0.223,0.34,81.59,237227,4,audio_features,0X9nRm29fiHY1rKSpm6Jc2,spotify:track:0X9nRm29fiHY1rKSpm6Jc2,https://api.spotify.com/v1/tracks/0X9nRm29fiHY1rKSpm6Jc2,https://api.spotify.com/v1/audio-analysis/0X9nRm29fiHY1rKSpm6Jc2,0
0.645,0.487,4,-8.584,0,0.352,0.121,0.0,0.0931,0.618,88.893,140319,4,audio_features,1IhMuuTCpO0K7BM2MmIZ0w,spotify:track:1IhMuuTCpO0K7BM2MmIZ0w,https://api.spotify.com/v1/tracks/1IhMuuTCpO0K7BM2MmIZ0w,https://api.spotify.com/v1/audio-analysis/1IhMuuTCpO0K7BM2MmIZ0w,0
0.937,0.397,8,-9.414,1,0.418,0.0915,0.0,0.0919,0.603,128.561,75717,4,audio_features,34h5d8SNbI0nnsJ9TNP7bv,spotify:track:34h5d8SNbI0nnsJ9TNP7bv,https://api.spotify.com/v1/tracks/34h5d8SNbI0nnsJ9TNP7bv,https://api.spotify.com/v1/audio-analysis/34h5d8SNbI0nnsJ9TNP7bv,0
0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087,223000,4,audio_features,6lruHh1jF7ezgbLv72xYmf,spotify:track:6lruHh1jF7ezgbLv72xYmf,https://api.spotify.com/v1/tracks/6lruHh1jF7ezgbLv72xYmf,https://api.spotify.com/v1/audio-analysis/6lruHh1jF7ezgbLv72xYmf,3
0.686,0.805,11,-6.816,0,0.154,0.00478,1.09e-06,0.0887,0.289,130.981,154567,4,audio_features,7ang2G6KAVl0lTRWzm4RWv,spotify:track:7ang2G6KAVl0lTRWzm4RWv,https://api.spotify.com/v1/tracks/7ang2G6KAVl0lTRWzm4RWv,https://api.spotify.com/v1/audio-analysis/7ang2G6KAVl0lTRWzm4RWv,1
0.683,0.636,7,-12.096,0,0.0978,0.302,0.498,0.0972,0.615,160.012,142365,4,audio_features,1K4OfBFaLleSUaUVjp1l2X,spotify:track:1K4OfBFaLleSUaUVjp1l2X,https://api.spotify.com/v1/tracks/1K4OfBFaLleSUaUVjp1l2X,https://api.spotify.com/v1/audio-analysis/1K4OfBFaLleSUaUVjp1l2X,1
0.815,0.884,1,-4.146,1,0.213,0.00555,0.498,0.0983,0.638,145.031,140488,4,audio_features,4areFtLMjGt4GmO4IAbGo0,spotify:track:4areFtLMjGt4GmO4IAbGo0,https://api.spotify.com/v1/tracks/4areFtLMjGt4GmO4IAbGo0,https://api.spotify.com/v1/audio-analysis/4areFtLMjGt4GmO4IAbGo0,3
0.885,0.542,4,-7.958,0,0.0574,0.216,2.13e-06,0.11,0.844,121.974,95000,4,audio_features,3zLvSsdnNxiPSeUQW3s5EN,spotify:track:3zLvSsdnNxiPSeUQW3s5EN,https://api.spotify.com/v1/tracks/3zLvSsdnNxiPSeUQW3s5EN,https://api.spotify.com/v1/audio-analysis/3zLvSsdnNxiPSeUQW3s5EN,1
0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,184480,4,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,3
0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4,audio_features,6MpCaSIOfqBqbMED4kXgNY,spotify:track:6MpCaSIOfqBqbMED4kXgNY,https://api.spotify.com/v1/tracks/6MpCaSIOfqBqbMED4kXgNY,https://api.spotify.com/v1/audio-analysis/6MpCaSIOfqBqbMED4kXgNY,3
0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,4,audio_features,2nC3QhMI9reBIOWutbU3Tj,spotify:track:2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/tracks/2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/audio-analysis/2nC3QhMI9reBIOWutbU3Tj,8
0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,0
0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034,151641,4,audio_features,2dzja72gQodveSpguIQGJl,spotify:track:2dzja72gQodveSpguIQGJl,https://api.spotify.com/v1/tracks/2dzja72gQodveSpguIQGJl,https://api.spotify.com/v1/audio-analysis/2dzja72gQodveSpguIQGJl,1
0.79,0.555,7,-9.312,1,0.0923,0.00331,0.000126,0.26,0.342,91.945,198100,4,audio_features,7Mds363NBqt23mfJu6SXcg,spotify:track:7Mds363NBqt23mfJu6SXcg,https://api.spotify.com/v1/tracks/7Mds363NBqt23mfJu6SXcg,https://api.spotify.com/v1/audio-analysis/7Mds363NBqt23mfJu6SXcg,3
0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,203569,3,audio_features,41zXlQxzTi6cGAjpOXyLYH,spotify:track:41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,8
0.684,0.85,7,-4.309,1,0.036,0.0275,0.0,0.175,0.765,110.038,205240,4,audio_features,0MSk4tmyhM0apupv3z9IzJ,spotify:track:0MSk4tmyhM0apupv3z9IzJ,https://api.spotify.com/v1/tracks/0MSk4tmyhM0apupv3z9IzJ,https://api.spotify.com/v1/audio-analysis/0MSk4tmyhM0apupv3z9IzJ,3
0.901,0.586,5,-8.072,0,0.337,0.0332,0.0,0.116,0.46,83.503,174312,4,audio_features,24amfspED8GCMGkRQQ6FLz,spotify:track:24amfspED8GCMGkRQQ6FLz,https://api.spotify.com/v1/tracks/24amfspED8GCMGkRQQ6FLz,https://api.spotify.com/v1/audio-analysis/24amfspED8GCMGkRQQ6FLz,0
0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4,audio_features,6qL5UWxRSQYml9O99ozoLv,spotify:track:6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/tracks/6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/audio-analysis/6qL5UWxRSQYml9O99ozoLv,8
0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457,213612,4,audio_features,45h4w81P5iJJTSeR0jJUQ8,spotify:track:45h4w81P5iJJTSeR0jJUQ8,https://api.spotify.com/v1/tracks/45h4w81P5iJJTSeR0jJUQ8,https://api.spotify.com/v1/audio-analysis/45h4w81P5iJJTSeR0jJUQ8,8
0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4,audio_features,3h3pOvw6hjOvZxRUseB7h9,spotify:track:3h3pOvw6hjOvZxRUseB7h9,https://api.spotify.com/v1/tracks/3h3pOvw6hjOvZxRUseB7h9,https://api.spotify.com/v1/audio-analysis/3h3pOvw6hjOvZxRUseB7h9,9
0.753,0.45,9,-9.434,1,0.0961,0.164,1.42e-06,0.29,0.603,96.028,183861,4,audio_features,34z8lt0220mD5i159EpuEm,spotify:track:34z8lt0220mD5i159EpuEm,https://api.spotify.com/v1/tracks/34z8lt0220mD5i159EpuEm,https://api.spotify.com/v1/audio-analysis/34z8lt0220mD5i159EpuEm,3
0.8,0.882,11,-4.436,0,0.0419,0.0216,0.503,0.0247,0.964,129.94,192800,4,audio_features,5hK2Ks25jW6aMmUAHpAN3F,spotify:track:5hK2Ks25jW6aMmUAHpAN3F,https://api.spotify.com/v1/tracks/5hK2Ks25jW6aMmUAHpAN3F,https://api.spotify.com/v1/audio-analysis/5hK2Ks25jW6aMmUAHpAN3F,1
0.423,0.568,2,-7.923,0,0.0495,0.628,0.0196,0.153,0.207,91.735,155000,3,audio_features,2i4ADE3WMDarWDsQNiTqWH,spotify:track:2i4ADE3WMDarWDsQNiTqWH,https://api.spotify.com/v1/tracks/2i4ADE3WMDarWDsQNiTqWH,https://api.spotify.com/v1/audio-analysis/2i4ADE3WMDarWDsQNiTqWH,8
0.679,0.443,10,-8.528,0,0.153,0.427,0.0,0.106,0.363,104.049,179973,4,audio_features,7EkiMl81fUHVwpItgtzI4r,spotify:track:7EkiMl81fUHVwpItgtzI4r,https://api.spotify.com/v1/tracks/7EkiMl81fUHVwpItgtzI4r,https://api.spotify.com/v1/audio-analysis/7EkiMl81fUHVwpItgtzI4r,8
0.456,0.342,11,-8.162,0,0.0283,0.129,0.0,0.124,0.224,84.087,252653,4,audio_features,55nlbqqFVnSsArIeYSQlqx,spotify:track:55nlbqqFVnSsArIeYSQlqx,https://api.spotify.com/v1/tracks/55nlbqqFVnSsArIeYSQlqx,https://api.spotify.com/v1/audio-analysis/55nlbqqFVnSsArIeYSQlqx,8
0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313,272187,3,audio_features,6gU9OKjOE7ghfEd55oRO57,spotify:track:6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/tracks/6gU9OKjOE7ghfEd55oRO57,https://api.spotify.com/v1/audio-analysis/6gU9OKjOE7ghfEd55oRO57,8
0.605,0.403,11,-10.952,1,0.0582,0.6,1.66e-06,0.117,0.478,119.804,229120,4,audio_features,1ZfZBRT116m9NqefWEIhlG,spotify:track:1ZfZBRT116m9NqefWEIhlG,https://api.spotify.com/v1/tracks/1ZfZBRT116m9NqefWEIhlG,https://api.spotify.com/v1/audio-analysis/1ZfZBRT116m9NqefWEIhlG,8
0.559,0.437,3,-10.27,1,0.0311,0.585,0.0,0.101,0.43,157.991,155013,4,audio_features,0Vs8BRdNnyuk0QXWPWvICK,spotify:track:0Vs8BRdNnyuk0QXWPWvICK,https://api.spotify.com/v1/tracks/0Vs8BRdNnyuk0QXWPWvICK,https://api.spotify.com/v1/audio-analysis/0Vs8BRdNnyuk0QXWPWvICK,8
0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175,217387,4,audio_features,1luVGXHe7oimtkPScdsKBe,spotify:track:1luVGXHe7oimtkPScdsKBe,https://api.spotify.com/v1/tracks/1luVGXHe7oimtkPScdsKBe,https://api.spotify.com/v1/audio-analysis/1luVGXHe7oimtkPScdsKBe,8
