danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,type,id,uri,track_href,analysis_url,cluster
0.61,0.887,11,-3.53,1,0.0328,0.00715,0.00134,0.453,0.82,91.979,234519,4,audio_features,00zEqAYKOqXd9CKjjScB4u,spotify:track:00zEqAYKOqXd9CKjjScB4u,https://api.spotify.com/v1/tracks/00zEqAYKOqXd9CKjjScB4u,https://api.spotify.com/v1/audio-analysis/00zEqAYKOqXd9CKjjScB4u,3
0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,229467,4,audio_features,0pwYLVXVknPSGUQb39cePC,spotify:track:0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/tracks/0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/audio-analysis/0pwYLVXVknPSGUQb39cePC,1
0.465,0.649,7,-9.857,1,0.0288,0.00151,0.000496,0.0817,0.334,175.985,311267,4,audio_features,4UqDoIjhwb9et34wLyBbsJ,spotify:track:4UqDoIjhwb9et34wLyBbsJ,https://api.spotify.com/v1/tracks/4UqDoIjhwb9et34wLyBbsJ,https://api.spotify.com/v1/audio-analysis/4UqDoIjhwb9et34wLyBbsJ,9
0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,226973,4,audio_features,13xxBnXOuiBxVxJI458B0i,spotify:track:13xxBnXOuiBxVxJI458B0i,https://api.spotify.com/v1/tracks/13xxBnXOuiBxVxJI458B0i,https://api.spotify.com/v1/audio-analysis/13xxBnXOuiBxVxJI458B0i,8
0.532,0.596,2,-6.512,1,0.0282,0.0224,0.0,0.134,0.418,85.944,223040,4,audio_features,4eVikDUCG2zumfejHQxGbe,spotify:track:4eVikDUCG2zumfejHQxGbe,https://api.spotify.com/v1/tracks/4eVikDUCG2zumfejHQxGbe,https://api.spotify.com/v1/audio-analysis/4eVikDUCG2zumfejHQxGbe,3
0.868,0.916,1,-3.119,0,0.277,0.463,0.0,0.071,0.729,102.827,249507,4,audio_features,4ibOHfQK8Zdea6ZI0ANZx4,spotify:track:4ibOHfQK8Zdea6ZI0ANZx4,https://api.spotify.com/v1/tracks/4ibOHfQK8Zdea6ZI0ANZx4,https://api.spotify.com/v1/audio-analysis/4ibOHfQK8Zdea6ZI0ANZx4,0
0.519,0.458,8,-6.433,1,0.0296,0.317,0.0,0.106,0.362,130.02,245200,4,audio_features,3Bs3HwoCuS0UxMlSWodb9A,spotify:track:3Bs3HwoCuS0UxMlSWodb9A,https://api.spotify.com/v1/tracks/3Bs3HwoCuS0UxMlSWodb9A,https://api.spotify.com/v1/audio-analysis/3Bs3HwoCuS0UxMlSWodb9A,8
0.551,0.458,0,-7.563,1,0.272,0.00938,0.0,0.336,0.425,129.612,344000,4,audio_features,29htGN2Eg9Thfr8hT9GlW5,spotify:track:29htGN2Eg9Thfr8hT9GlW5,https://api.spotify.com/v1/tracks/29htGN2Eg9Thfr8hT9GlW5,https://api.spotify.com/v1/audio-analysis/29htGN2Eg9Thfr8hT9GlW5,0
0.665,0.874,2,-4.082,1,0.0308,0.143,1.05e-05,0.251,0.766,103.98,198960,4,audio_features,3n8QTc8J3T72KurDsWo1b6,spotify:track:3n8QTc8J3T72KurDsWo1b6,https://api.spotify.com/v1/tracks/3n8QTc8J3T72KurDsWo1b6,https://api.spotify.com/v1/audio-analysis/3n8QTc8J3T72KurDsWo1b6,3
0.721,0.733,7,-8.33,1,0.043,0.00964,0.92,0.0729,0.567,100.01,206826,4,audio_features,7Ad9Xvj6Wgp7KflBSenY7w,spotify:track:7Ad9Xvj6Wgp7KflBSenY7w,https://api.spotify.com/v1/tracks/7Ad9Xvj6Wgp7KflBSenY7w,https://api.spotify.com/v1/audio-analysis/7Ad9Xvj6Wgp7KflBSenY7w,7
0.524,0.929,7,-1.29,1,0.034,0.151,0.0291,0.311,0.658,113.445,194453,4,audio_features,4nYXRXaRyX4UTQr3s33zFa,spotify:track:4nYXRXaRyX4UTQr3s33zFa,https://api.spotify.com/v1/tracks/4nYXRXaRyX4UTQr3s33zFa,https://api.spotify.com/v1/audio-analysis/4nYXRXaRyX4UTQr3s33zFa,3
0.131,0.474,9,-8.203,0,0.0462,0.00985,0.874,0.649,0.103,77.333,358560,3,audio_features,0sNdoFOuNKuJrbKPtMcUyu,spotify:track:0sNdoFOuNKuJrbKPtMcUyu,https://api.spotify.com/v1/tracks/0sNdoFOuNKuJrbKPtMcUyu,https://api.spotify.com/v1/audio-analysis/0sNdoFOuNKuJrbKPtMcUyu,7
0.121,0.0238,4,-28.614,1,0.04,0.978,0.91,0.0771,0.03,95.821,420040,4,audio_features,2Ow0yMUSccQ4vmfq8pyCCF,spotify:track:2Ow0yMUSccQ4vmfq8pyCCF,https://api.spotify.com/v1/tracks/2Ow0yMUSccQ4vmfq8pyCCF,https://api.spotify.com/v1/audio-analysis/2Ow0yMUSccQ4vmfq8pyCCF,4
0.781,0.625,7,-9.139,1,0.373,0.00447,0.0,0.185,0.679,83.024,282093,4,audio_features,5a4AQWs84xeEyYUd1iC2Pn,spotify:track:5a4AQWs84xeEyYUd1iC2Pn,https://api.spotify.com/v1/tracks/5a4AQWs84xeEyYUd1iC2Pn,https://api.spotify.com/v1/audio-analysis/5a4AQWs84xeEyYUd1iC2Pn,0
0.59,0.64,5,-6.975,0,0.0325,0.133,0.000562,0.157,0.66,130.101,228693,4,audio_features,6LlFr5D2guIpwbvADwhDhv,spotify:track:6LlFr5D2guIpwbvADwhDhv,https://api.spotify.com/v1/tracks/6LlFr5D2guIpwbvADwhDhv,https://api.spotify.com/v1/audio-analysis/6LlFr5D2guIpwbvADwhDhv,1
0.434,0.183,0,-17.653,0,0.0353,0.891,0.192,0.128,0.128,118.489,384520,4,audio_features,7h9AcVzlDMrW6uL3WlF8Jv,spotify:track:7h9AcVzlDMrW6uL3WlF8Jv,https://api.spotify.com/v1/tracks/7h9AcVzlDMrW6uL3WlF8Jv,https://api.spotify.com/v1/audio-analysis/7h9AcVzlDMrW6uL3WlF8Jv,4
0.492,0.74,3,-7.613,1,0.0576,0.672,0.0,0.251,0.962,97.206,235307,4,audio_features,5dUeVGausLx65XWoe2UBHx,spotify:track:5dUeVGausLx65XWoe2UBHx,https://api.spotify.com/v1/tracks/5dUeVGausLx65XWoe2UBHx,https://api.spotify.com/v1/audio-analysis/5dUeVGausLx65XWoe2UBHx,3
0.499,0.975,5,-4.504,1,0.0538,8.6e-05,0.0721,0.0258,0.509,109.997,414080,4,audio_features,2wzTHuw8nhFSXUU27x0PFa,spotify:track:2wzTHuw8nhFSXUU27x0PFa,https://api.spotify.com/v1/tracks/2wzTHuw8nhFSXUU27x0PFa,https://api.spotify.com/v1/audio-analysis/2wzTHuw8nhFSXUU27x0PFa,3
0.576,0.57,11,-10.242,0,0.0386,0.000151,0.782,0.0894,0.27,108.015,304000,4,audio_features,4cfQ58P7O9reBJN83gvjch,spotify:track:4cfQ58P7O9reBJN83gvjch,https://api.spotify.com/v1/tracks/4cfQ58P7O9reBJN83gvjch,https://api.spotify.com/v1/audio-analysis/4cfQ58P7O9reBJN83gvjch,7
0.446,0.119,7,-14.447,1,0.0521,0.862,0.0,0.0949,0.227,127.248,210000,3,audio_features,1bXV5MjCKNmD8viWpawP9A,spotify:track:1bXV5MjCKNmD8viWpawP9A,https://api.spotify.com/v1/tracks/1bXV5MjCKNmD8viWpawP9A,https://api.spotify.com/v1/audio-analysis/1bXV5MjCKNmD8viWpawP9A,8
0.395,0.313,5,-30.511,0,0.0775,0.805,0.274,0.507,0.0603,90.973,279160,4,audio_features,5DaZ6e6afj1FDIQq3v8Mhs,spotify:track:5DaZ6e6afj1FDIQq3v8Mhs,https://api.spotify.com/v1/tracks/5DaZ6e6afj1FDIQq3v8Mhs,https://api.spotify.com/v1/audio-analysis/5DaZ6e6afj1FDIQq3v8Mhs,4
0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,214707,4,audio_features,663Karu2rvKLdnY0eo1n3M,spotify:track:663Karu2rvKLdnY0eo1n3M,https://api.spotify.com/v1/tracks/663Karu2rvKLdnY0eo1n3M,https://api.spotify.com/v1/audio-analysis/663Karu2rvKLdnY0eo1n3M,3
0.635,0.713,0,-5.031,1,0.0275,0.212,0.0,0.706,0.763,118.902,221533,4,audio_features,5ezO0t8enZQ7Fcl6UE1csj,spotify:track:5ezO0t8enZQ7Fcl6UE1csj,https://api.spotify.com/v1/tracks/5ezO0t8enZQ7Fcl6UE1csj,https://api.spotify.com/v1/audio-analysis/5ezO0t8enZQ7Fcl6UE1csj,2
0.567,0.859,6,-4.825,0,0.0511,9.01e-05,0.00189,0.0836,0.39,126.064,313360,4,audio_features,2Jt6bfaMTRFUf2Q23hXN0N,spotify:track:2Jt6bfaMTRFUf2Q23hXN0N,https://api.spotify.com/v1/tracks/2Jt6bfaMTRFUf2Q23hXN0N,https://api.spotify.com/v1/audio-analysis/2Jt6bfaMTRFUf2Q23hXN0N,1
0.269,0.964,2,-3.751,1,0.0759,2.95e-05,0.00198,0.219,0.579,147.671,207067,4,audio_features,4M0VesYRqG7uixa79aSUnG,spotify:track:4M0VesYRqG7uixa79aSUnG,https://api.spotify.com/v1/tracks/4M0VesYRqG7uixa79aSUnG,https://api.spotify.com/v1/audio-analysis/4M0VesYRqG7uixa79aSUnG,9
0.783,0.598,0,-11.569,1,0.0357,0.749,0.706,0.121,0.637,124.99,158333,4,audio_features,7vqg64H5hgsR6tkiFPYSCY,spotify:track:7vqg64H5hgsR6tkiFPYSCY,https://api.spotify.com/v1/tracks/7vqg64H5hgsR6tkiFPYSCY,https://api.spotify.com/v1/audio-analysis/7vqg64H5hgsR6tkiFPYSCY,8
0.544,0.895,3,-4.124,0,0.114,0.0188,0.00132,0.0571,0.463,79.788,267680,4,audio_features,7LFcepuZqkpghbKnslItnx,spotify:track:7LFcepuZqkpghbKnslItnx,https://api.spotify.com/v1/tracks/7LFcepuZqkpghbKnslItnx,https://api.spotify.com/v1/audio-analysis/7LFcepuZqkpghbKnslItnx,1
0.382,0.591,9,-11.342,1,0.249,0.0427,0.00509,0.458,0.246,171.853,327173,4,audio_features,2sSYLcB6695lqvp28zATgq,spotify:track:2sSYLcB6695lqvp28zATgq,https://api.spotify.com/v1/tracks/2sSYLcB6695lqvp28zATgq,https://api.spotify.com/v1/audio-analysis/2sSYLcB6695lqvp28zATgq,9
0.183,0.00598,5,-30.583,1,0.0495,0.974,0.033,0.0936,0.0371,84.275,342613,3,audio_features,1VEjIcJ5KAGytZzYxlt0gb,spotify:track:1VEjIcJ5KAGytZzYxlt0gb,https://api.spotify.com/v1/tracks/1VEjIcJ5KAGytZzYxlt0gb,https://api.spotify.com/v1/audio-analysis/1VEjIcJ5KAGytZzYxlt0gb,4
0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,230713,4,audio_features,0F7rEdewJ6cSLylOZZpDu7,spotify:track:0F7rEdewJ6cSLylOZZpDu7,https://api.spotify.com/v1/tracks/0F7rEdewJ6cSLylOZZpDu7,https://api.spotify.com/v1/audio-analysis/0F7rEdewJ6cSLylOZZpDu7,8
0.251,0.00904,5,-31.599,1,0.0406,0.995,0.922,0.0779,0.0819,62.225,233400,4,audio_features,086sjLPEqdKBgTxbTeCLCv,spotify:track:086sjLPEqdKBgTxbTeCLCv,https://api.spotify.com/v1/tracks/086sjLPEqdKBgTxbTeCLCv,https://api.spotify.com/v1/audio-analysis/086sjLPEqdKBgTxbTeCLCv,4
0.226,0.954,2,-6.603,1,0.0858,0.00148,0.00796,0.113,0.321,95.974,280373,4,audio_features,63X1D32NfoBLY4G5FSJSE0,spotify:track:63X1D32NfoBLY4G5FSJSE0,https://api.spotify.com/v1/tracks/63X1D32NfoBLY4G5FSJSE0,https://api.spotify.com/v1/audio-analysis/63X1D32NfoBLY4G5FSJSE0,9
0.0736,0.0992,5,-17.863,0,0.0456,0.87,0.917,0.206,0.0291,80.369,230653,4,audio_features,3TJTQ8coHzyTVpDl09wZHG,spotify:track:3TJTQ8coHzyTVpDl09wZHG,https://api.spotify.com/v1/tracks/3TJTQ8coHzyTVpDl09wZHG,https://api.spotify.com/v1/audio-analysis/3TJTQ8coHzyTVpDl09wZHG,4
0.236,0.75,8,-11.065,0,0.0649,0.000242,0.452,0.336,0.183,133.986,599540,4,audio_features,40Yv83CoGxwns8B37sbRay,spotify:track:40Yv83CoGxwns8B37sbRay,https://api.spotify.com/v1/tracks/40Yv83CoGxwns8B37sbRay,https://api.spotify.com/v1/audio-analysis/40Yv83CoGxwns8B37sbRay,7
0.313,0.0357,4,-23.86,0,0.0329,0.974,0.937,0.111,0.118,71.793,183880,3,audio_features,28yHFFhnxKIxiHuIo9IV7y,spotify:track:28yHFFhnxKIxiHuIo9IV7y,https://api.spotify.com/v1/tracks/28yHFFhnxKIxiHuIo9IV7y,https://api.spotify.com/v1/audio-analysis/28yHFFhnxKIxiHuIo9IV7y,4
0.401,0.9,7,-6.474,1,0.0415,2.32e-06,0.000925,0.0369,0.521,97.99,235933,4,audio_features,6RfDLynqmspMOKA57mXyQI,spotify:track:6RfDLynqmspMOKA57mXyQI,https://api.spotify.com/v1/tracks/6RfDLynqmspMOKA57mXyQI,https://api.spotify.com/v1/audio-analysis/6RfDLynqmspMOKA57mXyQI,3
0.59,0.74,0,-7.457,1,0.0292,0.581,0.74,0.179,0.836,88.183,351787,4,audio_features,3NdozCZVOS9qHrR6bCiSG8,spotify:track:3NdozCZVOS9qHrR6bCiSG8,https://api.spotify.com/v1/tracks/3NdozCZVOS9qHrR6bCiSG8,https://api.spotify.com/v1/audio-analysis/3NdozCZVOS9qHrR6bCiSG8,7
0.717,0.865,0,-7.864,1,0.0718,0.402,0.00018,0.191,0.967,99.971,259333,4,audio_features,2dEKsj0Tw83wLo7goNliAT,spotify:track:2dEKsj0Tw83wLo7goNliAT,https://api.spotify.com/v1/tracks/2dEKsj0Tw83wLo7goNliAT,https://api.spotify.com/v1/audio-analysis/2dEKsj0Tw83wLo7goNliAT,3
0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,266067,4,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,3
0.628,0.746,6,-8.086,0,0.17,0.0659,0.00467,0.103,0.688,171.899,146940,4,audio_features,2a1YUz7cinb0zlBaYncJ8U,spotify:track:2a1YUz7cinb0zlBaYncJ8U,https://api.spotify.com/v1/tracks/2a1YUz7cinb0zlBaYncJ8U,https://api.spotify.com/v1/audio-analysis/2a1YUz7cinb0zlBaYncJ8U,1
0.761,0.627,1,-5.554,1,0.0538,0.175,0.0,0.128,0.891,109.821,263227,4,audio_features,1PmHkalaUHhh0fz23SBHDL,spotify:track:1PmHkalaUHhh0fz23SBHDL,https://api.spotify.com/v1/tracks/1PmHkalaUHhh0fz23SBHDL,https://api.spotify.com/v1/audio-analysis/1PmHkalaUHhh0fz23SBHDL,3
0.442,0.949,4,-8.588,0,0.0673,6.89e-05,0.103,0.862,0.0485,90.109,436693,4,audio_features,3NLUCyLS1HLrzkbsKg30lJ,spotify:track:3NLUCyLS1HLrzkbsKg30lJ,https://api.spotify.com/v1/tracks/3NLUCyLS1HLrzkbsKg30lJ,https://api.spotify.com/v1/audio-analysis/3NLUCyLS1HLrzkbsKg30lJ,2
0.585,0.909,9,-6.609,1,0.0454,0.000696,6.82e-05,0.26,0.334,131.684,237427,4,audio_features,6OHzPxgpKWW80lDP9m2zk0,spotify:track:6OHzPxgpKWW80lDP9m2zk0,https://api.spotify.com/v1/tracks/6OHzPxgpKWW80lDP9m2zk0,https://api.spotify.com/v1/audio-analysis/6OHzPxgpKWW80lDP9m2zk0,9
0.19,0.912,11,-6.14,0,0.135,0.00242,0.874,0.0919,0.328,83.964,170083,4,audio_features,4IkE5nXab9Qs6iidv2BODI,spotify:track:4IkE5nXab9Qs6iidv2BODI,https://api.spotify.com/v1/tracks/4IkE5nXab9Qs6iidv2BODI,https://api.spotify.com/v1/audio-analysis/4IkE5nXab9Qs6iidv2BODI,7
0.533,0.83,1,-3.092,1,0.0324,0.011,2.98e-06,0.0801,0.249,120.028,203893,4,audio_features,4dZ4iHhsqQAQ4em4abLB6C,spotify:track:4dZ4iHhsqQAQ4em4abLB6C,https://api.spotify.com/v1/tracks/4dZ4iHhsqQAQ4em4abLB6C,https://api.spotify.com/v1/audio-analysis/4dZ4iHhsqQAQ4em4abLB6C,9
0.65,0.868,5,-3.988,1,0.084,0.000836,1.61e-05,0.245,0.71,87.961,166867,4,audio_features,0occ3Gxp6ZV5DUmJNuEsQB,spotify:track:0occ3Gxp6ZV5DUmJNuEsQB,https://api.spotify.com/v1/tracks/0occ3Gxp6ZV5DUmJNuEsQB,https://api.spotify.com/v1/audio-analysis/0occ3Gxp6ZV5DUmJNuEsQB,3
0.4,0.613,3,-4.697,0,0.0405,0.231,0.0,0.0856,0.567,141.286,253320,4,audio_features,066H3CmDCFuQU1fwsecCDc,spotify:track:066H3CmDCFuQU1fwsecCDc,https://api.spotify.com/v1/tracks/066H3CmDCFuQU1fwsecCDc,https://api.spotify.com/v1/audio-analysis/066H3CmDCFuQU1fwsecCDc,1
0.687,0.584,9,-6.493,1,0.0327,0.0231,0.0,0.146,0.524,123.962,165000,4,audio_features,5GdUQQ8WYOSwpgMad7k7Gy,spotify:track:5GdUQQ8WYOSwpgMad7k7Gy,https://api.spotify.com/v1/tracks/5GdUQQ8WYOSwpgMad7k7Gy,https://api.spotify.com/v1/audio-analysis/5GdUQQ8WYOSwpgMad7k7Gy,3
0.615,0.898,9,-5.85,1,0.0416,0.0971,0.0,0.758,0.485,140.117,125493,4,audio_features,0oo5zVjH4CyTsm5FctRlnL,spotify:track:0oo5zVjH4CyTsm5FctRlnL,https://api.spotify.com/v1/tracks/0oo5zVjH4CyTsm5FctRlnL,https://api.spotify.com/v1/audio-analysis/0oo5zVjH4CyTsm5FctRlnL,2
0.501,0.398,2,-12.464,1,0.0521,0.778,2.04e-05,0.0686,0.363,172.757,327173,4,audio_features,1CgzCbUtVja9wQq9ZzxMal,spotify:track:1CgzCbUtVja9wQq9ZzxMal,https://api.spotify.com/v1/tracks/1CgzCbUtVja9wQq9ZzxMal,https://api.spotify.com/v1/audio-analysis/1CgzCbUtVja9wQq9ZzxMal,8
0.367,0.943,6,-5.04,1,0.0982,0.0029,0.092,0.156,0.249,129.046,240973,4,audio_features,4KisNJUJE6vQw82hGhehCj,spotify:track:4KisNJUJE6vQw82hGhehCj,https://api.spotify.com/v1/tracks/4KisNJUJE6vQw82hGhehCj,https://api.spotify.com/v1/audio-analysis/4KisNJUJE6vQw82hGhehCj,9
0.693,0.906,11,-9.021,0,0.0599,0.0344,0.758,0.0962,0.616,137.999,424670,4,audio_features,69TjSkt8gEfylWH4Bovmeh,spotify:track:69TjSkt8gEfylWH4Bovmeh,https://api.spotify.com/v1/tracks/69TjSkt8gEfylWH4Bovmeh,https://api.spotify.com/v1/audio-analysis/69TjSkt8gEfylWH4Bovmeh,7
0.538,0.256,11,-14.617,1,0.0759,0.987,0.518,0.163,0.515,92.665,466707,4,audio_features,312UHYgXzJ6NzA2rFeyYSe,spotify:track:312UHYgXzJ6NzA2rFeyYSe,https://api.spotify.com/v1/tracks/312UHYgXzJ6NzA2rFeyYSe,https://api.spotify.com/v1/audio-analysis/312UHYgXzJ6NzA2rFeyYSe,4
0.579,0.673,1,-6.835,0,0.0281,1.01e-05,0.811,0.0915,0.172,123.029,306627,4,audio_features,6UzbCEoThoNe8Upe4sn3Us,spotify:track:6UzbCEoThoNe8Upe4sn3Us,https://api.spotify.com/v1/tracks/6UzbCEoThoNe8Upe4sn3Us,https://api.spotify.com/v1/audio-analysis/6UzbCEoThoNe8Upe4sn3Us,7
0.603,0.835,3,-7.303,0,0.0282,0.0294,0.149,0.0906,0.822,124.994,246867,4,audio_features,39DW02MW41A8bBIxH7nT1V,spotify:track:39DW02MW41A8bBIxH7nT1V,https://api.spotify.com/v1/tracks/39DW02MW41A8bBIxH7nT1V,https://api.spotify.com/v1/audio-analysis/39DW02MW41A8bBIxH7nT1V,1
0.875,0.376,10,-11.342,1,0.0457,0.363,2.68e-05,0.0878,0.91,129.998,262973,4,audio_features,0ERGzuyTquZmQwOmeZLZpr,spotify:track:0ERGzuyTquZmQwOmeZLZpr,https://api.spotify.com/v1/tracks/0ERGzuyTquZmQwOmeZLZpr,https://api.spotify.com/v1/audio-analysis/0ERGzuyTquZmQwOmeZLZpr,3
0.607,0.914,0,-2.951,0,0.0562,0.0163,0.0,0.323,0.716,95.257,189160,4,audio_features,7HUNuEyCOamNGaZbXXBviA,spotify:track:7HUNuEyCOamNGaZbXXBviA,https://api.spotify.com/v1/tracks/7HUNuEyCOamNGaZbXXBviA,https://api.spotify.com/v1/audio-analysis/7HUNuEyCOamNGaZbXXBviA,1
0.654,0.67,2,-7.426,1,0.16,0.108,7.68e-06,0.239,0.741,83.034,318693,4,audio_features,5Zh89Y0ldv7BikFZ2nyFXQ,spotify:track:5Zh89Y0ldv7BikFZ2nyFXQ,https://api.spotify.com/v1/tracks/5Zh89Y0ldv7BikFZ2nyFXQ,https://api.spotify.com/v1/audio-analysis/5Zh89Y0ldv7BikFZ2nyFXQ,3
0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480,4,audio_features,6rUp7v3l8yC4TKxAAR5Bmx,spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,https://api.spotify.com/v1/tracks/6rUp7v3l8yC4TKxAAR5Bmx,https://api.spotify.com/v1/audio-analysis/6rUp7v3l8yC4TKxAAR5Bmx,1
0.685,0.931,9,-5.237,1,0.127,0.251,0.000994,0.163,0.328,125.92,231200,4,audio_features,3kvQyKMnpHUXYCWXvn5Bi8,spotify:track:3kvQyKMnpHUXYCWXvn5Bi8,https://api.spotify.com/v1/tracks/3kvQyKMnpHUXYCWXvn5Bi8,https://api.spotify.com/v1/audio-analysis/3kvQyKMnpHUXYCWXvn5Bi8,3
0.444,0.968,5,-2.89,1,0.134,0.000377,0.0,0.414,0.405,158.064,211840,4,audio_features,4yjMvkWhFQ0oI2MQOezXY0,spotify:track:4yjMvkWhFQ0oI2MQOezXY0,https://api.spotify.com/v1/tracks/4yjMvkWhFQ0oI2MQOezXY0,https://api.spotify.com/v1/audio-analysis/4yjMvkWhFQ0oI2MQOezXY0,9
0.219,0.12,5,-13.031,1,0.0374,0.592,0.101,0.107,0.0393,89.043,151800,4,audio_features,0Bcuj4k7SGogLXBa6NhcCN,spotify:track:0Bcuj4k7SGogLXBa6NhcCN,https://api.spotify.com/v1/tracks/0Bcuj4k7SGogLXBa6NhcCN,https://api.spotify.com/v1/audio-analysis/0Bcuj4k7SGogLXBa6NhcCN,8
0.16,0.296,0,-11.86,1,0.0348,0.111,0.847,0.101,0.0388,62.33,293347,4,audio_features,7h4FywzqhgZrrvpiLDJ2vw,spotify:track:7h4FywzqhgZrrvpiLDJ2vw,https://api.spotify.com/v1/tracks/7h4FywzqhgZrrvpiLDJ2vw,https://api.spotify.com/v1/audio-analysis/7h4FywzqhgZrrvpiLDJ2vw,7
0.745,0.62,11,-8.24,1,0.148,0.0131,0.0,0.118,0.603,99.985,234733,4,audio_features,0GkkiqqRdjqmRDrWfTdemH,spotify:track:0GkkiqqRdjqmRDrWfTdemH,https://api.spotify.com/v1/tracks/0GkkiqqRdjqmRDrWfTdemH,https://api.spotify.com/v1/audio-analysis/0GkkiqqRdjqmRDrWfTdemH,3
0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,221253,4,audio_features,67T6l4q3zVjC5nZZPXByU8,spotify:track:67T6l4q3zVjC5nZZPXByU8,https://api.spotify.com/v1/tracks/67T6l4q3zVjC5nZZPXByU8,https://api.spotify.com/v1/audio-analysis/67T6l4q3zVjC5nZZPXByU8,3
0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,213066,4,audio_features,4kOTDj4SiZPkW1p96WMDNv,spotify:track:4kOTDj4SiZPkW1p96WMDNv,https://api.spotify.com/v1/tracks/4kOTDj4SiZPkW1p96WMDNv,https://api.spotify.com/v1/audio-analysis/4kOTDj4SiZPkW1p96WMDNv,3
0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,279827,3,audio_features,5auMzVHFr5Zfw6IbKarZ56,spotify:track:5auMzVHFr5Zfw6IbKarZ56,https://api.spotify.com/v1/tracks/5auMzVHFr5Zfw6IbKarZ56,https://api.spotify.com/v1/audio-analysis/5auMzVHFr5Zfw6IbKarZ56,8
0.35,0.894,9,-4.587,0,0.0706,0.0204,0.0,0.138,0.46,167.321,173093,4,audio_features,1jU7sUPTdYEzAvrFn6po5l,spotify:track:1jU7sUPTdYEzAvrFn6po5l,https://api.spotify.com/v1/tracks/1jU7sUPTdYEzAvrFn6po5l,https://api.spotify.com/v1/audio-analysis/1jU7sUPTdYEzAvrFn6po5l,9
0.807,0.747,10,-5.495,1,0.112,0.00701,0.0,0.107,0.784,154.991,246907,4,audio_features,7H2rO0shNOiEzaUP3cIkv4,spotify:track:7H2rO0shNOiEzaUP3cIkv4,https://api.spotify.com/v1/tracks/7H2rO0shNOiEzaUP3cIkv4,https://api.spotify.com/v1/audio-analysis/7H2rO0shNOiEzaUP3cIkv4,3
0.616,0.599,9,-5.543,0,0.0299,0.0949,0.0001,0.0704,0.417,129.952,228493,4,audio_features,4Z5Uauf0uDep7OlbW1KU3A,spotify:track:4Z5Uauf0uDep7OlbW1KU3A,https://api.spotify.com/v1/tracks/4Z5Uauf0uDep7OlbW1KU3A,https://api.spotify.com/v1/audio-analysis/4Z5Uauf0uDep7OlbW1KU3A,1
0.645,0.914,0,-5.736,0,0.0827,0.671,0.309,0.123,0.607,101.391,366998,4,audio_features,5mZLb0zrBBpyqhQKJ6c8Ov,spotify:track:5mZLb0zrBBpyqhQKJ6c8Ov,https://api.spotify.com/v1/tracks/5mZLb0zrBBpyqhQKJ6c8Ov,https://api.spotify.com/v1/audio-analysis/5mZLb0zrBBpyqhQKJ6c8Ov,1
0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,4,audio_features,4V0x90QcMh4ZxwHzEWOdtK,spotify:track:4V0x90QcMh4ZxwHzEWOdtK,https://api.spotify.com/v1/tracks/4V0x90QcMh4ZxwHzEWOdtK,https://api.spotify.com/v1/audio-analysis/4V0x90QcMh4ZxwHzEWOdtK,7
0.272,0.281,1,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914,240400,4,audio_features,0AfIsqZ4gTUg9CwwW2jLeK,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,https://api.spotify.com/v1/tracks/0AfIsqZ4gTUg9CwwW2jLeK,https://api.spotify.com/v1/audio-analysis/0AfIsqZ4gTUg9CwwW2jLeK,8
0.705,0.753,1,-3.114,0,0.0384,0.0321,6.69e-06,0.0655,0.906,128.047,179427,4,audio_features,1f0XxoeFQWM4mR4NxHu6DE,spotify:track:1f0XxoeFQWM4mR4NxHu6DE,https://api.spotify.com/v1/tracks/1f0XxoeFQWM4mR4NxHu6DE,https://api.spotify.com/v1/audio-analysis/1f0XxoeFQWM4mR4NxHu6DE,1
